phase,insertion mode,token,name,count
main phase,in column group insertion mode,end tag,style,14
main phase,in column group insertion mode,end tag,h6,14
main phase,in column group insertion mode,start tag,tt,14
main phase,in column group insertion mode,end tag,head,11
main phase,in column group insertion mode,start tag,embed,11
main phase,in column group insertion mode,start tag,title,8
main phase,in column group insertion mode,start tag,noscript,8
main phase,in column group insertion mode,end tag,h2,8
main phase,in column group insertion mode,end tag,h3,5
main phase,in column group insertion mode,start tag,param,5
main phase,in column group insertion mode,end tag,br,2
main phase,in column group insertion mode,end tag,script,2
main phase,in column group insertion mode,start tag,address,2
main phase,in column group insertion mode,start tag,dt,2
main phase,in column group insertion mode,end tag,select,2
main phase,in column group insertion mode,end tag,dt,2
main phase,in table body insertion mode,characters,,328104713965
main phase,in table body insertion mode,start tag,tr,241623528248
main phase,in table body insertion mode,end tag,table,147203710141
main phase,in table body insertion mode,comment,,7783241847
main phase,in table body insertion mode,end tag,tbody,5908052316
main phase,in table body insertion mode,end tag,form,2042528266
main phase,in table body insertion mode,start tag,input,1887193482
main phase,in table body insertion mode,end tag,tr,1060898954
main phase,in table body insertion mode,end tag,td,850355977
main phase,in table body insertion mode,start tag,td,706595268
main phase,in table body insertion mode,end tag,script,573396562
main phase,in table body insertion mode,start tag,script,571981423
main phase,in table body insertion mode,start tag,form,526844898
main phase,in table body insertion mode,end tag,thead,479477987
main phase,in table body insertion mode,end tag,div,325292373
main phase,in table body insertion mode,end tag,a,292555024
main phase,in table body insertion mode,start tag,a,278632368
main phase,in table body insertion mode,start tag,div,260247156
main phase,in table body insertion mode,end tag,other,232566578
main phase,in table body insertion mode,start tag,other,220287779
main phase,in table body insertion mode,start tag,table,214869194
main phase,in table body insertion mode,start tag,br,194225408
main phase,in table body insertion mode,start tag,area,161591168
main phase,in table body insertion mode,start tag,tbody,144102049
main phase,in table body insertion mode,end tag,font,129185635
main phase,in table body insertion mode,start tag,font,90598981
main phase,in table body insertion mode,end tag,b,66214253
main phase,in table body insertion mode,end tag,tfoot,63516791
main phase,in table body insertion mode,start tag,p,61940443
main phase,in table body insertion mode,end tag,center,55986962
main phase,in table body insertion mode,start tag,b,55933857
main phase,in table body insertion mode,start tag,img,52567591
main phase,in table body insertion mode,end tag,p,44447420
main phase,in table body insertion mode,start tag,center,44059058
main phase,in table body insertion mode,end tag,style,17596568
main phase,in table body insertion mode,end tag,ul,17471069
main phase,in table body insertion mode,start tag,style,17421868
main phase,in table body insertion mode,start tag,th,16809286
main phase,in table body insertion mode,end tag,input,16245680
main phase,in table body insertion mode,end tag,li,14397885
main phase,in table body insertion mode,end of file,,14016321
main phase,in table body insertion mode,end tag,body,13818123
main phase,in table body insertion mode,end tag,noscript,13637575
main phase,in table body insertion mode,start tag,noscript,13574454
main phase,in table body insertion mode,end tag,html,13333016
main phase,in table body insertion mode,start tag,li,12776871
main phase,in table body insertion mode,end tag,strong,12071315
main phase,in table body insertion mode,start tag,param,9424947
main phase,in table body insertion mode,end tag,iframe,8845804
main phase,in table body insertion mode,start tag,iframe,8796133
main phase,in table body insertion mode,start tag,strong,8672791
main phase,in table body insertion mode,start tag,meta,8334030
main phase,in table body insertion mode,start tag,link,5988001
main phase,in table body insertion mode,end tag,pre,4963258
main phase,in table body insertion mode,start tag,ul,4865718
main phase,in table body insertion mode,end tag,i,4843348
main phase,in table body insertion mode,start tag,caption,4541153
main phase,in table body insertion mode,start tag,hr,4262237
main phase,in table body insertion mode,start tag,body,4053309
main phase,in table body insertion mode,end tag,small,3602596
main phase,in table body insertion mode,start tag,big,3590670
main phase,in table body insertion mode,end tag,big,3545051
main phase,in table body insertion mode,end tag,textarea,3142026
main phase,in table body insertion mode,start tag,textarea,3128977
main phase,in table body insertion mode,end tag,title,3125632
main phase,in table body insertion mode,start tag,title,3100733
main phase,in table body insertion mode,end tag,nobr,2810447
main phase,in table body insertion mode,end tag,head,2609176
main phase,in table body insertion mode,start tag,tfoot,2417952
main phase,in table body insertion mode,start tag,nobr,2395490
main phase,in table body insertion mode,start tag,html,2249341
main phase,in table body insertion mode,start tag,head,2139021
main phase,in table body insertion mode,end tag,object,2102923
main phase,in table body insertion mode,start tag,object,2045069
main phase,in table body insertion mode,start tag,embed,1960924
main phase,in table body insertion mode,start tag,i,1912357
main phase,in table body insertion mode,end tag,blockquote,1801394
main phase,in table body insertion mode,start tag,small,1717516
main phase,in table body insertion mode,end tag,ol,1508651
main phase,in table body insertion mode,start tag,colgroup,1497935
main phase,in table body insertion mode,end tag,h2,1437046
main phase,in table body insertion mode,start tag,blockquote,1393400
main phase,in table body insertion mode,start tag,thead,1307658
main phase,in table body insertion mode,start tag,h2,1304776
main phase,in table body insertion mode,end tag,th,1059295
main phase,in table body insertion mode,start tag,dd,1004335
main phase,in table body insertion mode,end tag,h3,1003186
main phase,in table body insertion mode,end tag,h1,989923
main phase,in table body insertion mode,start tag,col,939999
main phase,in table body insertion mode,start tag,h1,810785
main phase,in table body insertion mode,start tag,base,792579
main phase,in table body insertion mode,DOCTYPE,,785081
main phase,in table body insertion mode,end tag,u,748263
main phase,in table body insertion mode,start tag,u,728718
main phase,in table body insertion mode,end tag,dl,722409
main phase,in table body insertion mode,start tag,h3,645331
main phase,in table body insertion mode,start tag,dt,632748
main phase,in table body insertion mode,end tag,select,619359
main phase,in table body insertion mode,end tag,dd,596144
main phase,in table body insertion mode,end tag,dt,571260
main phase,in table body insertion mode,end tag,br,513741
main phase,in table body insertion mode,start tag,select,510798
main phase,in table body insertion mode,end tag,fieldset,432623
main phase,in table body insertion mode,end tag,em,426830
main phase,in table body insertion mode,end tag,embed,413538
main phase,in table body insertion mode,start tag,em,383500
main phase,in table body insertion mode,end tag,marquee,377814
main phase,in table body insertion mode,start tag,dl,272940
main phase,in table body insertion mode,start tag,pre,254280
main phase,in table body insertion mode,start tag,marquee,248782
main phase,in table body insertion mode,start tag,h5,206847
main phase,in table body insertion mode,start tag,fieldset,202631
main phase,in table body insertion mode,end tag,h5,201826
main phase,in table body insertion mode,end tag,h4,188231
main phase,in table body insertion mode,start tag,h4,186156
main phase,in table body insertion mode,start tag,ol,184498
main phase,in table body insertion mode,end tag,tt,173701
main phase,in table body insertion mode,start tag,tt,135241
main phase,in table body insertion mode,start tag,option,135218
main phase,in table body insertion mode,end tag,caption,122899
main phase,in table body insertion mode,end tag,area,119218
main phase,in table body insertion mode,end tag,hr,113283
main phase,in table body insertion mode,end tag,col,88751
main phase,in table body insertion mode,start tag,bgsound,68981
main phase,in table body insertion mode,start tag,spacer,64973
main phase,in table body insertion mode,end tag,colgroup,64831
main phase,in table body insertion mode,end tag,img,62498
main phase,in table body insertion mode,start tag,wbr,60033
main phase,in table body insertion mode,end tag,option,53432
main phase,in table body insertion mode,end tag,h6,52286
main phase,in table body insertion mode,end tag,dir,51050
main phase,in table body insertion mode,start tag,h6,36526
main phase,in table body insertion mode,end tag,param,29051
main phase,in table body insertion mode,end tag,address,27859
main phase,in table body insertion mode,end tag,meta,26753
main phase,in table body insertion mode,start tag,dir,24331
main phase,in table body insertion mode,start tag,address,20772
main phase,in table body insertion mode,end tag,strike,20691
main phase,in table body insertion mode,start tag,menu,19701
main phase,in table body insertion mode,end tag,noframes,19090
main phase,in table body insertion mode,end tag,noembed,17918
main phase,in table body insertion mode,start tag,noembed,17522
main phase,in table body insertion mode,end tag,link,17018
main phase,in table body insertion mode,end tag,menu,15487
main phase,in table body insertion mode,end tag,s,12871
main phase,in table body insertion mode,start tag,basefont,12501
main phase,in table body insertion mode,end tag,spacer,12449
main phase,in table body insertion mode,start tag,strike,10270
main phase,in table body insertion mode,start tag,image,9862
main phase,in table body insertion mode,end tag,button,7483
main phase,in table body insertion mode,start tag,s,7347
main phase,in table body insertion mode,end tag,bgsound,7249
main phase,in table body insertion mode,start tag,button,7144
main phase,in table body insertion mode,start tag,noframes,5764
main phase,in table body insertion mode,end tag,base,4242
main phase,in table body insertion mode,end tag,basefont,3689
main phase,in table body insertion mode,end tag,wbr,2998
main phase,in table body insertion mode,end tag,frameset,2763
main phase,in table body insertion mode,start tag,frame,2422
main phase,in table body insertion mode,start tag,frameset,1417
main phase,in table body insertion mode,end tag,image,257
main phase,in table body insertion mode,end tag,frame,153
main phase,in table body insertion mode,end tag,optgroup,109
main phase,in table body insertion mode,start tag,optgroup,98
main phase,in table body insertion mode,end tag,plaintext,89
main phase,in table body insertion mode,start tag,plaintext,31
main phase,in table body insertion mode,start tag,listing,5
main phase,in table body insertion mode,end tag,listing,5
main phase,in table body insertion mode,start tag,isindex,5
main phase,in row insertion mode,start tag,td,811088042789
main phase,in row insertion mode,characters,,803460372491
main phase,in row insertion mode,end tag,tr,387522754013
main phase,in row insertion mode,start tag,th,13405819371
main phase,in row insertion mode,comment,,7451906642
main phase,in row insertion mode,start tag,tr,2488057076
main phase,in row insertion mode,end tag,table,1284837468
main phase,in row insertion mode,start tag,input,1186346083
main phase,in row insertion mode,end tag,td,1130772708
main phase,in row insertion mode,end tag,form,1058186316
main phase,in row insertion mode,start tag,form,1013453723
main phase,in row insertion mode,end tag,a,486818742
main phase,in row insertion mode,start tag,a,424787385
main phase,in row insertion mode,end tag,script,412561586
main phase,in row insertion mode,start tag,script,411568019
main phase,in row insertion mode,start tag,br,340217309
main phase,in row insertion mode,end tag,other,289379892
main phase,in row insertion mode,end tag,font,208760761
main phase,in row insertion mode,start tag,other,181977252
main phase,in row insertion mode,start tag,font,151409007
main phase,in row insertion mode,end tag,div,147727920
main phase,in row insertion mode,start tag,div,98949611
main phase,in row insertion mode,start tag,img,95002865
main phase,in row insertion mode,start tag,area,90777408
main phase,in row insertion mode,start tag,p,82677862
main phase,in row insertion mode,start tag,table,82020990
main phase,in row insertion mode,end tag,b,81806199
main phase,in row insertion mode,start tag,tbody,74149115
main phase,in row insertion mode,end tag,p,68268120
main phase,in row insertion mode,start tag,b,66206958
main phase,in row insertion mode,start tag,strong,48163597
main phase,in row insertion mode,end tag,strong,48061693
main phase,in row insertion mode,start tag,center,43773937
main phase,in row insertion mode,end tag,center,43642518
main phase,in row insertion mode,end tag,noscript,21114718
main phase,in row insertion mode,start tag,noscript,20999030
main phase,in row insertion mode,end tag,tbody,18510852
main phase,in row insertion mode,end tag,style,14494549
main phase,in row insertion mode,start tag,style,14399677
main phase,in row insertion mode,start tag,li,12791375
main phase,in row insertion mode,end tag,thead,12467100
main phase,in row insertion mode,end tag,li,11277268
main phase,in row insertion mode,end tag,u,10575758
main phase,in row insertion mode,end tag,h1,10483675
main phase,in row insertion mode,end tag,body,9763314
main phase,in row insertion mode,end tag,input,9739536
main phase,in row insertion mode,start tag,meta,8032185
main phase,in row insertion mode,end tag,html,7487019
main phase,in row insertion mode,end tag,small,7125176
main phase,in row insertion mode,end tag,th,7101325
main phase,in row insertion mode,start tag,hr,6979117
main phase,in row insertion mode,end tag,nobr,6895913
main phase,in row insertion mode,start tag,small,6233022
main phase,in row insertion mode,end of file,,6147352
main phase,in row insertion mode,start tag,link,5910078
main phase,in row insertion mode,start tag,param,5438080
main phase,in row insertion mode,start tag,nobr,5135136
main phase,in row insertion mode,start tag,body,5034777
main phase,in row insertion mode,end tag,ul,5011270
main phase,in row insertion mode,end tag,i,4904573
main phase,in row insertion mode,end tag,iframe,4512079
main phase,in row insertion mode,start tag,iframe,4488060
main phase,in row insertion mode,start tag,i,4207228
main phase,in row insertion mode,start tag,h1,4135043
main phase,in row insertion mode,end tag,h2,3349767
main phase,in row insertion mode,start tag,u,3112048
main phase,in row insertion mode,start tag,ul,2971346
main phase,in row insertion mode,start tag,h2,2903924
main phase,in row insertion mode,start tag,html,2874615
main phase,in row insertion mode,end tag,pre,2336432
main phase,in row insertion mode,end tag,title,2253474
main phase,in row insertion mode,start tag,title,2245284
main phase,in row insertion mode,end tag,head,2224133
main phase,in row insertion mode,start tag,head,2199170
main phase,in row insertion mode,start tag,dd,2148736
main phase,in row insertion mode,start tag,select,1532902
main phase,in row insertion mode,end tag,fieldset,1521355
main phase,in row insertion mode,end tag,h3,1407178
main phase,in row insertion mode,end tag,h4,1405462
main phase,in row insertion mode,start tag,embed,1391108
main phase,in row insertion mode,end tag,object,1349356
main phase,in row insertion mode,end tag,em,1282994
main phase,in row insertion mode,start tag,h3,1242896
main phase,in row insertion mode,start tag,object,1233726
main phase,in row insertion mode,start tag,em,1194100
main phase,in row insertion mode,start tag,h4,1103620
main phase,in row insertion mode,end tag,marquee,1099340
main phase,in row insertion mode,start tag,pre,1095816
main phase,in row insertion mode,end tag,embed,1080935
main phase,in row insertion mode,end tag,big,849409
main phase,in row insertion mode,start tag,big,815861
main phase,in row insertion mode,start tag,thead,803553
main phase,in row insertion mode,end tag,blockquote,786948
main phase,in row insertion mode,end tag,br,736357
main phase,in row insertion mode,start tag,marquee,732726
main phase,in row insertion mode,DOCTYPE,,695201
main phase,in row insertion mode,start tag,caption,648271
main phase,in row insertion mode,end tag,dd,625959
main phase,in row insertion mode,start tag,blockquote,605491
main phase,in row insertion mode,start tag,dt,601816
main phase,in row insertion mode,end tag,select,546737
main phase,in row insertion mode,end tag,tfoot,541360
main phase,in row insertion mode,start tag,col,536695
main phase,in row insertion mode,end tag,dl,500241
main phase,in row insertion mode,end tag,h6,458144
main phase,in row insertion mode,start tag,base,419523
main phase,in row insertion mode,end tag,strike,417335
main phase,in row insertion mode,start tag,dl,413828
main phase,in row insertion mode,start tag,h6,400426
main phase,in row insertion mode,start tag,fieldset,394691
main phase,in row insertion mode,start tag,colgroup,381958
main phase,in row insertion mode,end tag,dt,362780
main phase,in row insertion mode,end tag,h5,357724
main phase,in row insertion mode,start tag,ol,348678
main phase,in row insertion mode,end tag,textarea,321435
main phase,in row insertion mode,start tag,textarea,309689
main phase,in row insertion mode,end tag,tt,301482
main phase,in row insertion mode,end tag,img,286064
main phase,in row insertion mode,start tag,spacer,273441
main phase,in row insertion mode,end tag,ol,243420
main phase,in row insertion mode,start tag,h5,211654
main phase,in row insertion mode,start tag,tt,179164
main phase,in row insertion mode,start tag,wbr,162400
main phase,in row insertion mode,end tag,area,111810
main phase,in row insertion mode,end tag,option,107790
main phase,in row insertion mode,start tag,option,96605
main phase,in row insertion mode,end tag,hr,69004
main phase,in row insertion mode,end tag,s,59107
main phase,in row insertion mode,start tag,image,58971
main phase,in row insertion mode,end tag,link,58325
main phase,in row insertion mode,end tag,spacer,51004
main phase,in row insertion mode,start tag,bgsound,45045
main phase,in row insertion mode,end tag,basefont,40985
main phase,in row insertion mode,end tag,param,37825
main phase,in row insertion mode,end tag,image,37330
main phase,in row insertion mode,start tag,address,36815
main phase,in row insertion mode,end tag,address,36297
main phase,in row insertion mode,end tag,colgroup,32958
main phase,in row insertion mode,start tag,strike,30240
main phase,in row insertion mode,end tag,dir,28426
main phase,in row insertion mode,start tag,s,28273
main phase,in row insertion mode,end tag,button,24820
main phase,in row insertion mode,start tag,button,23865
main phase,in row insertion mode,end tag,noembed,22219
main phase,in row insertion mode,end tag,caption,20827
main phase,in row insertion mode,start tag,noembed,20711
main phase,in row insertion mode,start tag,tfoot,20656
main phase,in row insertion mode,start tag,basefont,17889
main phase,in row insertion mode,start tag,dir,15936
main phase,in row insertion mode,end tag,menu,13430
main phase,in row insertion mode,end tag,noframes,12796
main phase,in row insertion mode,end tag,bgsound,8507
main phase,in row insertion mode,start tag,menu,7214
main phase,in row insertion mode,start tag,noframes,5593
main phase,in row insertion mode,start tag,frame,3189
main phase,in row insertion mode,end tag,optgroup,3160
main phase,in row insertion mode,end tag,col,2653
main phase,in row insertion mode,end tag,frameset,2300
main phase,in row insertion mode,start tag,optgroup,2248
main phase,in row insertion mode,end tag,wbr,1834
main phase,in row insertion mode,start tag,frameset,1701
main phase,in row insertion mode,end tag,base,1363
main phase,in row insertion mode,end tag,meta,1004
main phase,in row insertion mode,start tag,listing,978
main phase,in row insertion mode,end tag,frame,627
main phase,in row insertion mode,end tag,listing,167
main phase,in row insertion mode,end tag,plaintext,17
main phase,in row insertion mode,start tag,plaintext,8
main phase,in row insertion mode,start tag,isindex,2
main phase,in cell insertion mode,characters,,2055167363863
main phase,in cell insertion mode,end tag,td,807691820452
main phase,in cell insertion mode,start tag,a,469653585786
main phase,in cell insertion mode,end tag,a,468700738024
main phase,in cell insertion mode,start tag,img,289652240718
main phase,in cell insertion mode,start tag,br,248649611464
main phase,in cell insertion mode,start tag,font,142888581851
main phase,in cell insertion mode,end tag,div,137247231372
main phase,in cell insertion mode,end tag,font,137145839557
main phase,in cell insertion mode,start tag,div,136427532993
main phase,in cell insertion mode,start tag,other,129432478644
main phase,in cell insertion mode,end tag,other,127851016358
main phase,in cell insertion mode,start tag,table,125056169466
main phase,in cell insertion mode,start tag,b,83609277221
main phase,in cell insertion mode,end tag,b,83077257169
main phase,in cell insertion mode,comment,,61174471747
main phase,in cell insertion mode,start tag,p,60643289402
main phase,in cell insertion mode,start tag,input,45974497786
main phase,in cell insertion mode,end tag,p,44523802154
main phase,in cell insertion mode,start tag,li,34576071964
main phase,in cell insertion mode,end tag,li,30328860567
main phase,in cell insertion mode,end tag,script,25391702246
main phase,in cell insertion mode,start tag,script,25357336899
main phase,in cell insertion mode,end tag,strong,22289812071
main phase,in cell insertion mode,start tag,strong,22275307292
main phase,in cell insertion mode,end tag,th,13161185412
main phase,in cell insertion mode,start tag,td,7803924063
main phase,in cell insertion mode,start tag,hr,7394970269
main phase,in cell insertion mode,end tag,i,7382982621
main phase,in cell insertion mode,start tag,i,7382961939
main phase,in cell insertion mode,end tag,ul,7150924662
main phase,in cell insertion mode,start tag,ul,7124398402
main phase,in cell insertion mode,start tag,center,6510210780
main phase,in cell insertion mode,start tag,form,6268125731
main phase,in cell insertion mode,start tag,small,6250204477
main phase,in cell insertion mode,start tag,nobr,6145661176
main phase,in cell insertion mode,end tag,form,6134955029
main phase,in cell insertion mode,end tag,small,6079170784
main phase,in cell insertion mode,end tag,center,6030928329
main phase,in cell insertion mode,end tag,nobr,5890912125
main phase,in cell insertion mode,start tag,select,4626138595
main phase,in cell insertion mode,end tag,u,4006883208
main phase,in cell insertion mode,start tag,u,3995108644
main phase,in cell insertion mode,start tag,param,3817793848
main phase,in cell insertion mode,start tag,area,3494663627
main phase,in cell insertion mode,start tag,h3,3306316175
main phase,in cell insertion mode,end tag,h3,3279338583
main phase,in cell insertion mode,start tag,h2,3066465002
main phase,in cell insertion mode,end tag,h2,3061378442
main phase,in cell insertion mode,start tag,em,2521199161
main phase,in cell insertion mode,end tag,em,2519535412
main phase,in cell insertion mode,end tag,noscript,2473320012
main phase,in cell insertion mode,start tag,noscript,2469460997
main phase,in cell insertion mode,start tag,h1,2173317501
main phase,in cell insertion mode,end tag,h1,2150496775
main phase,in cell insertion mode,end tag,tr,2093631621
main phase,in cell insertion mode,start tag,tr,2090290210
main phase,in cell insertion mode,end tag,img,1691896945
main phase,in cell insertion mode,start tag,spacer,1500537627
main phase,in cell insertion mode,end tag,iframe,1484434133
main phase,in cell insertion mode,start tag,iframe,1482110144
main phase,in cell insertion mode,end tag,input,1444948666
main phase,in cell insertion mode,start tag,h4,1331533114
main phase,in cell insertion mode,end tag,style,1327507276
main phase,in cell insertion mode,end tag,h4,1315539905
main phase,in cell insertion mode,start tag,style,1301999702
main phase,in cell insertion mode,start tag,dd,1070881965
main phase,in cell insertion mode,start tag,embed,937422004
main phase,in cell insertion mode,end tag,object,931034123
main phase,in cell insertion mode,start tag,object,925488706
main phase,in cell insertion mode,start tag,wbr,915308180
main phase,in cell insertion mode,start tag,big,890079627
main phase,in cell insertion mode,end tag,big,887540242
main phase,in cell insertion mode,end tag,table,869694761
main phase,in cell insertion mode,end tag,dd,809108715
main phase,in cell insertion mode,start tag,dt,770396971
main phase,in cell insertion mode,start tag,link,757922162
main phase,in cell insertion mode,end tag,embed,755074329
main phase,in cell insertion mode,end tag,textarea,748262525
main phase,in cell insertion mode,start tag,textarea,746696838
main phase,in cell insertion mode,start tag,h5,710230272
main phase,in cell insertion mode,end tag,h5,692872749
main phase,in cell insertion mode,end tag,dt,569612874
main phase,in cell insertion mode,end tag,body,548821886
main phase,in cell insertion mode,end tag,spacer,546045280
main phase,in cell insertion mode,start tag,blockquote,534851881
main phase,in cell insertion mode,end tag,html,534210225
main phase,in cell insertion mode,end tag,blockquote,530356384
main phase,in cell insertion mode,start tag,meta,527945605
main phase,in cell insertion mode,start tag,tt,515253634
main phase,in cell insertion mode,start tag,body,485469568
main phase,in cell insertion mode,start tag,pre,470416199
main phase,in cell insertion mode,start tag,th,462523274
main phase,in cell insertion mode,end tag,br,459102914
main phase,in cell insertion mode,end tag,tt,450127525
main phase,in cell insertion mode,end tag,pre,449680215
main phase,in cell insertion mode,start tag,dl,426608250
main phase,in cell insertion mode,start tag,fieldset,407885306
