phase,insertion mode,token,name,count
initial phase,,DOCTYPE,,5878995631
initial phase,,characters,,4447740640
initial phase,,start tag,html,3646859105
initial phase,,comment,,1741798417
initial phase,,start tag,script,169480981
initial phase,,start tag,head,57437844
initial phase,,start tag,style,36688933
initial phase,,start tag,meta,35404712
initial phase,,start tag,link,32967581
initial phase,,start tag,title,22650517
initial phase,,start tag,other,11721068
initial phase,,start tag,div,10419067
initial phase,,start tag,body,9763207
initial phase,,start tag,br,9264835
initial phase,,start tag,table,7401789
initial phase,,start tag,base,5453719
initial phase,,start tag,center,3938431
initial phase,,start tag,a,3836698
initial phase,,start tag,iframe,3484876
initial phase,,start tag,hr,3385498
initial phase,,start tag,pre,2903545
initial phase,,start tag,noscript,2672245
initial phase,,start tag,form,2618873
initial phase,,start tag,p,2095307
initial phase,,start tag,b,2093680
initial phase,,end of file,,1910317
initial phase,,start tag,font,1263967
initial phase,,start tag,h2,876831
initial phase,,start tag,frameset,837715
initial phase,,start tag,img,621960
initial phase,,start tag,h1,548667
initial phase,,end tag,div,469919
initial phase,,start tag,tr,440506
initial phase,,start tag,object,363634
initial phase,,end tag,html,306011
initial phase,,end tag,head,285505
initial phase,,start tag,li,284970
initial phase,,end tag,td,272639
initial phase,,end tag,other,256014
initial phase,,end tag,center,247885
initial phase,,end tag,body,247494
initial phase,,start tag,h3,241686
initial phase,,end tag,table,235751
initial phase,,end tag,script,220301
initial phase,,start tag,input,189672
initial phase,,start tag,strong,153096
initial phase,,start tag,td,140282
initial phase,,end tag,font,114845
initial phase,,start tag,ul,112238
initial phase,,end tag,p,105909
initial phase,,end tag,pre,100391
initial phase,,start tag,basefont,87446
initial phase,,start tag,h4,73278
initial phase,,start tag,marquee,72907
initial phase,,end tag,form,69371
initial phase,,end tag,style,57040
initial phase,,start tag,big,54424
initial phase,,start tag,embed,53420
initial phase,,start tag,em,50419
initial phase,,start tag,blockquote,49722
initial phase,,start tag,tt,44348
initial phase,,start tag,bgsound,38277
initial phase,,end tag,iframe,35322
initial phase,,start tag,dl,30420
initial phase,,end tag,tr,26473
initial phase,,start tag,i,21834
initial phase,,end tag,a,20051
initial phase,,end tag,title,19504
initial phase,,start tag,u,10773
initial phase,,start tag,ol,10273
initial phase,,end tag,noscript,9772
initial phase,,start tag,h5,9066
initial phase,,start tag,noframes,8432
initial phase,,end tag,ul,8296
initial phase,,start tag,noembed,7338
initial phase,,end tag,b,7338
initial phase,,start tag,small,7011
initial phase,,start tag,frame,5877
initial phase,,start tag,textarea,5055
initial phase,,end tag,object,4635
initial phase,,start tag,h6,4256
initial phase,,start tag,nobr,3597
initial phase,,start tag,plaintext,3044
initial phase,,start tag,menu,2983
initial phase,,start tag,select,2948
initial phase,,end tag,tbody,2905
initial phase,,start tag,address,2873
initial phase,,end tag,li,2760
initial phase,,end tag,marquee,2546
initial phase,,start tag,listing,2474
initial phase,,start tag,param,2190
initial phase,,end tag,strong,2179
initial phase,,end tag,br,2098
initial phase,,start tag,fieldset,2095
initial phase,,end tag,select,1854
initial phase,,start tag,option,1554
initial phase,,start tag,dt,1496
initial phase,,end tag,h1,1235
initial phase,,start tag,tbody,1143
initial phase,,end tag,textarea,1070
initial phase,,start tag,area,914
initial phase,,end tag,i,888
initial phase,,start tag,th,830
initial phase,,start tag,dd,668
initial phase,,end tag,address,549
initial phase,,end tag,u,546
initial phase,,start tag,dir,489
initial phase,,end tag,h2,486
initial phase,,end tag,blockquote,416
initial phase,,end tag,frameset,373
initial phase,,end tag,nobr,367
initial phase,,end tag,h5,300
initial phase,,end tag,dl,298
initial phase,,end tag,embed,248
initial phase,,start tag,caption,240
initial phase,,start tag,image,225
initial phase,,end tag,plaintext,222
initial phase,,end tag,em,211
initial phase,,start tag,s,211
initial phase,,end tag,noembed,193
initial phase,,end tag,h4,185
initial phase,,end tag,h3,162
initial phase,,start tag,strike,162
initial phase,,end tag,ol,144
initial phase,,start tag,tfoot,112
initial phase,,end tag,dd,107
initial phase,,start tag,spacer,104
initial phase,,end tag,noframes,101
initial phase,,end tag,dir,98
initial phase,,start tag,wbr,98
initial phase,,end tag,base,86
initial phase,,start tag,isindex,86
initial phase,,end tag,option,52
initial phase,,end tag,menu,46
initial phase,,end tag,small,37
initial phase,,end tag,big,37
initial phase,,start tag,colgroup,34
initial phase,,start tag,button,31
initial phase,,end tag,meta,31
initial phase,,end tag,img,17
initial phase,,start tag,thead,17
initial phase,,end tag,th,14
initial phase,,start tag,col,14
initial phase,,end tag,param,14
initial phase,,end tag,tt,11
initial phase,,end tag,link,11
initial phase,,end tag,bgsound,8
initial phase,,end tag,h6,8
initial phase,,end tag,fieldset,5
initial phase,,end tag,s,5
initial phase,,end tag,input,5
initial phase,,end tag,basefont,5
initial phase,,end tag,hr,2
initial phase,,end tag,frame,2
initial phase,,end tag,dt,2
initial phase,,start tag,optgroup,2
initial phase,,end tag,optgroup,2
root element phase,,characters,,5850066111
root element phase,,start tag,html,5832790281
root element phase,,comment,,217786512
root element phase,,start tag,head,23643615
root element phase,,start tag,script,8072931
root element phase,,DOCTYPE,,7814720
root element phase,,start tag,meta,4634877
root element phase,,start tag,link,1914206
root element phase,,start tag,other,1541352
root element phase,,start tag,title,1527971
root element phase,,start tag,style,1266368
root element phase,,start tag,table,1054179
root element phase,,start tag,base,884014
root element phase,,start tag,div,348661
root element phase,,start tag,body,165670
root element phase,,start tag,a,114790
root element phase,,start tag,center,110438
root element phase,,start tag,p,79529
root element phase,,start tag,br,74768
root element phase,,start tag,form,67340
root element phase,,end of file,,61755
root element phase,,start tag,iframe,53177
root element phase,,start tag,font,49678
root element phase,,end tag,script,30761
root element phase,,start tag,noscript,29902
root element phase,,start tag,img,15893
root element phase,,start tag,frameset,15201
root element phase,,end tag,other,13716
root element phase,,start tag,object,13667
root element phase,,end tag,head,9439
root element phase,,end tag,html,8525
root element phase,,end tag,body,7217
root element phase,,end tag,div,5915
root element phase,,end tag,td,5689
root element phase,,start tag,pre,5339
root element phase,,end tag,style,4554
root element phase,,start tag,basefont,4418
root element phase,,start tag,dl,4071
root element phase,,start tag,bgsound,3492
root element phase,,start tag,frame,3255
root element phase,,start tag,embed,3024
root element phase,,start tag,h1,2726
root element phase,,start tag,input,2540
root element phase,,start tag,td,2176
root element phase,,start tag,tr,2002
root element phase,,end tag,p,1756
root element phase,,end tag,a,1568
root element phase,,start tag,h2,1342
root element phase,,start tag,li,1241
root element phase,,start tag,h3,1085
root element phase,,start tag,b,1076
root element phase,,start tag,hr,1076
root element phase,,end tag,table,1030
root element phase,,start tag,strong,1015
root element phase,,end tag,iframe,957
root element phase,,start tag,noembed,899
root element phase,,end tag,center,654
root element phase,,start tag,blockquote,596
root element phase,,start tag,ul,581
root element phase,,end tag,tr,509
root element phase,,end tag,noscript,497
root element phase,,end tag,form,483
root element phase,,end tag,h1,477
root element phase,,start tag,marquee,431
root element phase,,end tag,font,408
root element phase,,start tag,param,379
root element phase,,end tag,br,341
root element phase,,start tag,noframes,341
root element phase,,end tag,title,324
root element phase,,start tag,nobr,245
root element phase,,end tag,tbody,202
root element phase,,end tag,ul,188
root element phase,,end tag,b,162
root element phase,,start tag,small,147
root element phase,,start tag,tbody,121
root element phase,,start tag,u,112
root element phase,,start tag,h4,101
root element phase,,start tag,area,92
root element phase,,end tag,embed,89
root element phase,,end tag,link,81
root element phase,,start tag,i,75
root element phase,,end tag,object,63
root element phase,,start tag,em,60
root element phase,,end tag,frameset,57
root element phase,,end tag,th,57
root element phase,,start tag,h5,54
root element phase,,end tag,pre,37
root element phase,,start tag,h6,37
root element phase,,start tag,tt,37
root element phase,,start tag,textarea,31
root element phase,,end tag,meta,28
root element phase,,end tag,marquee,26
root element phase,,start tag,address,23
root element phase,,end tag,strong,23
root element phase,,start tag,dt,20
root element phase,,end tag,option,20
root element phase,,start tag,big,20
root element phase,,start tag,fieldset,14
root element phase,,end tag,select,14
root element phase,,end tag,i,14
root element phase,,end tag,dd,14
root element phase,,start tag,ol,14
root element phase,,end tag,li,14
root element phase,,end tag,textarea,8
root element phase,,start tag,th,8
root element phase,,start tag,dd,8
root element phase,,end tag,u,8
root element phase,,start tag,wbr,5
root element phase,,start tag,s,5
root element phase,,start tag,image,5
root element phase,,start tag,menu,5
root element phase,,end tag,noframes,5
root element phase,,end tag,h2,5
root element phase,,start tag,option,5
root element phase,,end tag,h5,5
root element phase,,end tag,ol,2
root element phase,,end tag,bgsound,2
root element phase,,end tag,s,2
root element phase,,start tag,caption,2
root element phase,,start tag,colgroup,2
root element phase,,start tag,plaintext,2
root element phase,,end tag,noembed,2
root element phase,,start tag,select,2
root element phase,,start tag,strike,2
root element phase,,start tag,isindex,2
root element phase,,end tag,dl,2
root element phase,,start tag,dir,2
main phase,before head insertion mode,start tag,head,9360609227
main phase,before head insertion mode,characters,,8860607162
main phase,before head insertion mode,comment,,435821551
main phase,before head insertion mode,start tag,meta,28764711
main phase,before head insertion mode,start tag,title,28407556
main phase,before head insertion mode,start tag,script,23938931
main phase,before head insertion mode,start tag,html,19823276
main phase,before head insertion mode,start tag,body,14332038
main phase,before head insertion mode,DOCTYPE,,9583134
main phase,before head insertion mode,start tag,link,9578290
main phase,before head insertion mode,start tag,style,4345774
main phase,before head insertion mode,start tag,other,4209766
main phase,before head insertion mode,start tag,base,1279955
main phase,before head insertion mode,end tag,title,1023952
main phase,before head insertion mode,end tag,other,826521
main phase,before head insertion mode,end tag,table,803857
main phase,before head insertion mode,start tag,a,724892
main phase,before head insertion mode,start tag,center,539627
main phase,before head insertion mode,end tag,pre,507786
main phase,before head insertion mode,start tag,frameset,476714
main phase,before head insertion mode,start tag,table,466088
main phase,before head insertion mode,start tag,div,454501
main phase,before head insertion mode,end tag,tr,453013
main phase,before head insertion mode,start tag,form,447865
main phase,before head insertion mode,end tag,html,343805
main phase,before head insertion mode,start tag,p,307634
main phase,before head insertion mode,end tag,head,303042
main phase,before head insertion mode,start tag,img,289134
main phase,before head insertion mode,start tag,font,265019
main phase,before head insertion mode,end tag,div,243779
main phase,before head insertion mode,end tag,td,229437
main phase,before head insertion mode,start tag,br,156323
main phase,before head insertion mode,start tag,iframe,154775
main phase,before head insertion mode,end tag,th,143156
main phase,before head insertion mode,start tag,noscript,130556
main phase,before head insertion mode,start tag,pre,121339
main phase,before head insertion mode,start tag,object,110247
main phase,before head insertion mode,end tag,script,88983
main phase,before head insertion mode,end tag,font,87675
main phase,before head insertion mode,end tag,center,63855
main phase,before head insertion mode,start tag,input,60690
main phase,before head insertion mode,end tag,body,60389
main phase,before head insertion mode,end tag,h2,59454
main phase,before head insertion mode,end tag,a,58479
main phase,before head insertion mode,start tag,h1,54717
main phase,before head insertion mode,end tag,dl,53412
main phase,before head insertion mode,end tag,b,51565
main phase,before head insertion mode,start tag,b,50196
main phase,before head insertion mode,end tag,form,50173
main phase,before head insertion mode,end of file,,49160
main phase,before head insertion mode,end tag,h4,48993
main phase,before head insertion mode,end tag,big,48451
main phase,before head insertion mode,end tag,h3,48226
main phase,before head insertion mode,end tag,h5,47968
main phase,before head insertion mode,end tag,h6,47957
main phase,before head insertion mode,end tag,h1,47861
main phase,before head insertion mode,end tag,blockquote,47809
main phase,before head insertion mode,end tag,frameset,47760
main phase,before head insertion mode,end tag,em,47702
main phase,before head insertion mode,end tag,frame,47679
main phase,before head insertion mode,end tag,address,47661
main phase,before head insertion mode,end tag,caption,47659
main phase,before head insertion mode,end tag,dir,47656
main phase,before head insertion mode,start tag,h2,36103
main phase,before head insertion mode,start tag,td,35270
main phase,before head insertion mode,start tag,bgsound,30012
main phase,before head insertion mode,start tag,hr,29120
main phase,before head insertion mode,start tag,tr,28600
main phase,before head insertion mode,start tag,basefont,28218
main phase,before head insertion mode,end tag,iframe,23639
main phase,before head insertion mode,start tag,param,23150
main phase,before head insertion mode,end tag,style,21431
main phase,before head insertion mode,start tag,blockquote,19206
main phase,before head insertion mode,start tag,h3,18132
main phase,before head insertion mode,start tag,ul,16089
main phase,before head insertion mode,end tag,noscript,14894
main phase,before head insertion mode,start tag,i,12680
main phase,before head insertion mode,start tag,noframes,10904
main phase,before head insertion mode,end tag,ul,9141
main phase,before head insertion mode,start tag,embed,8861
main phase,before head insertion mode,end tag,p,7758
main phase,before head insertion mode,start tag,strong,6661
main phase,before head insertion mode,end tag,ol,6641
main phase,before head insertion mode,start tag,textarea,5310
main phase,before head insertion mode,start tag,u,4789
main phase,before head insertion mode,start tag,marquee,4462
main phase,before head insertion mode,start tag,noembed,4285
main phase,before head insertion mode,start tag,h4,4187
main phase,before head insertion mode,start tag,big,3793
main phase,before head insertion mode,end tag,tbody,3770
main phase,before head insertion mode,start tag,li,2948
main phase,before head insertion mode,start tag,dd,1594
main phase,before head insertion mode,start tag,frame,1412
main phase,before head insertion mode,end tag,i,1180
main phase,before head insertion mode,end tag,noframes,1163
main phase,before head insertion mode,end tag,select,1148
main phase,before head insertion mode,end tag,li,1140
main phase,before head insertion mode,end tag,u,1067
main phase,before head insertion mode,start tag,dl,975
main phase,before head insertion mode,end tag,object,778
main phase,before head insertion mode,end tag,strong,746
main phase,before head insertion mode,start tag,nobr,680
main phase,before head insertion mode,start tag,h6,607
main phase,before head insertion mode,start tag,tt,596
main phase,before head insertion mode,start tag,h5,486
main phase,before head insertion mode,start tag,em,431
main phase,before head insertion mode,start tag,address,416
main phase,before head insertion mode,end tag,textarea,332
main phase,before head insertion mode,start tag,area,292
main phase,before head insertion mode,end tag,br,269
main phase,before head insertion mode,end tag,link,260
main phase,before head insertion mode,end tag,noembed,225
main phase,before head insertion mode,start tag,ol,219
main phase,before head insertion mode,end tag,embed,205
main phase,before head insertion mode,start tag,s,153
main phase,before head insertion mode,start tag,strike,136
main phase,before head insertion mode,start tag,spacer,136
main phase,before head insertion mode,start tag,image,130
main phase,before head insertion mode,start tag,dt,112
main phase,before head insertion mode,end tag,option,112
main phase,before head insertion mode,start tag,tbody,109
main phase,before head insertion mode,start tag,small,98
main phase,before head insertion mode,start tag,dir,86
main phase,before head insertion mode,end tag,bgsound,86
main phase,before head insertion mode,start tag,thead,54
main phase,before head insertion mode,end tag,tt,52
main phase,before head insertion mode,end tag,marquee,49
main phase,before head insertion mode,start tag,caption,46
main phase,before head insertion mode,start tag,option,43
main phase,before head insertion mode,start tag,menu,43
main phase,before head insertion mode,start tag,fieldset,40
main phase,before head insertion mode,start tag,th,37
main phase,before head insertion mode,end tag,base,31
main phase,before head insertion mode,end tag,plaintext,28
main phase,before head insertion mode,end tag,param,26
main phase,before head insertion mode,end tag,meta,26
main phase,before head insertion mode,start tag,select,23
main phase,before head insertion mode,start tag,plaintext,20
main phase,before head insertion mode,end tag,input,14
main phase,before head insertion mode,end tag,small,14
main phase,before head insertion mode,end tag,img,11
main phase,before head insertion mode,end tag,dd,11
main phase,before head insertion mode,start tag,tfoot,8
main phase,before head insertion mode,start tag,isindex,8
main phase,before head insertion mode,end tag,fieldset,8
main phase,before head insertion mode,end tag,hr,5
main phase,before head insertion mode,start tag,listing,5
main phase,before head insertion mode,start tag,wbr,2
main phase,before head insertion mode,end tag,wbr,2
main phase,before head insertion mode,end tag,listing,2
main phase,before head insertion mode,end tag,thead,2
main phase,before head insertion mode,end tag,menu,2
main phase,before head insertion mode,end tag,s,2
main phase,in head insertion mode,characters,,122698105262
main phase,in head insertion mode,start tag,meta,36821788926
main phase,in head insertion mode,start tag,link,21896408665
main phase,in head insertion mode,end tag,script,18481349221
main phase,in head insertion mode,start tag,script,18268643942
main phase,in head insertion mode,end tag,title,9619130217
main phase,in head insertion mode,start tag,title,9566298133
main phase,in head insertion mode,end tag,head,9525632467
main phase,in head insertion mode,comment,,6405147082
main phase,in head insertion mode,end tag,style,4904300639
main phase,in head insertion mode,start tag,style,4854512091
main phase,in head insertion mode,start tag,base,662500800
main phase,in head insertion mode,start tag,head,320896789
main phase,in head insertion mode,start tag,html,251288231
main phase,in head insertion mode,end tag,link,160580026
main phase,in head insertion mode,end tag,meta,148044069
main phase,in head insertion mode,start tag,body,114933530
main phase,in head insertion mode,end tag,noscript,106131140
main phase,in head insertion mode,start tag,noscript,102794036
main phase,in head insertion mode,DOCTYPE,,83468425
main phase,in head insertion mode,start tag,other,73333370
main phase,in head insertion mode,start tag,div,29580535
main phase,in head insertion mode,start tag,table,28784824
main phase,in head insertion mode,end tag,base,16836193
main phase,in head insertion mode,end of file,,12701167
main phase,in head insertion mode,start tag,form,9578252
main phase,in head insertion mode,start tag,img,7007697
main phase,in head insertion mode,start tag,input,6522790
main phase,in head insertion mode,start tag,a,6367612
main phase,in head insertion mode,start tag,center,5737676
main phase,in head insertion mode,start tag,frameset,5178017
main phase,in head insertion mode,start tag,bgsound,4968143
main phase,in head insertion mode,start tag,p,3107039
main phase,in head insertion mode,start tag,br,3019656
main phase,in head insertion mode,start tag,iframe,2864371
main phase,in head insertion mode,start tag,h1,2534205
main phase,in head insertion mode,end tag,html,2264268
main phase,in head insertion mode,start tag,object,2252015
main phase,in head insertion mode,end tag,other,2043782
main phase,in head insertion mode,start tag,basefont,1799814
main phase,in head insertion mode,start tag,font,1536403
main phase,in head insertion mode,end tag,form,1048770
main phase,in head insertion mode,start tag,h2,587868
main phase,in head insertion mode,end tag,body,459270
main phase,in head insertion mode,end tag,font,379998
main phase,in head insertion mode,end tag,div,373195
main phase,in head insertion mode,start tag,b,363428
main phase,in head insertion mode,start tag,td,343730
main phase,in head insertion mode,end tag,p,323979
main phase,in head insertion mode,start tag,tr,269956
main phase,in head insertion mode,end tag,td,256503
main phase,in head insertion mode,start tag,embed,253589
main phase,in head insertion mode,end tag,table,245228
main phase,in head insertion mode,start tag,noframes,232663
main phase,in head insertion mode,start tag,hr,188361
main phase,in head insertion mode,start tag,pre,184521
main phase,in head insertion mode,end tag,a,165410
main phase,in head insertion mode,end tag,tr,163954
main phase,in head insertion mode,start tag,h3,150952
main phase,in head insertion mode,start tag,noembed,130660
main phase,in head insertion mode,start tag,strong,97931
main phase,in head insertion mode,start tag,param,89336
main phase,in head insertion mode,start tag,frame,79005
main phase,in head insertion mode,start tag,ul,72696
main phase,in head insertion mode,end tag,center,71452
main phase,in head insertion mode,start tag,h4,69148
main phase,in head insertion mode,start tag,blockquote,65491
main phase,in head insertion mode,start tag,u,50393
main phase,in head insertion mode,end tag,b,49745
main phase,in head insertion mode,end tag,strong,47494
main phase,in head insertion mode,start tag,i,38867
main phase,in head insertion mode,start tag,marquee,37382
main phase,in head insertion mode,start tag,em,36095
main phase,in head insertion mode,start tag,dl,35883
main phase,in head insertion mode,end tag,iframe,26487
main phase,in head insertion mode,start tag,small,24346
main phase,in head insertion mode,end tag,th,22022
main phase,in head insertion mode,start tag,tbody,19808
main phase,in head insertion mode,start tag,textarea,19064
main phase,in head insertion mode,end tag,tbody,18075
main phase,in head insertion mode,start tag,li,17944
main phase,in head insertion mode,end tag,h1,17010
main phase,in head insertion mode,start tag,tt,13488
main phase,in head insertion mode,end tag,h2,13447
main phase,in head insertion mode,end tag,em,11341
main phase,in head insertion mode,end tag,h3,11315
main phase,in head insertion mode,end tag,br,11109
main phase,in head insertion mode,start tag,ol,11103
main phase,in head insertion mode,end tag,h5,10825
main phase,in head insertion mode,end tag,h4,10770
main phase,in head insertion mode,end tag,h6,10678
main phase,in head insertion mode,start tag,h6,10501
main phase,in head insertion mode,start tag,nobr,10197
main phase,in head insertion mode,end tag,frameset,10047
main phase,in head insertion mode,end tag,blockquote,8004
main phase,in head insertion mode,start tag,h5,7995
main phase,in head insertion mode,end tag,dl,7492
main phase,in head insertion mode,end tag,frame,7361
main phase,in head insertion mode,end tag,big,7338
main phase,in head insertion mode,end tag,dir,7275
main phase,in head insertion mode,end tag,caption,7202
main phase,in head insertion mode,end tag,address,7199
main phase,in head insertion mode,end tag,pre,7095
main phase,in head insertion mode,end tag,object,6586
main phase,in head insertion mode,end tag,i,5703
main phase,in head insertion mode,start tag,isindex,5402
main phase,in head insertion mode,end tag,ul,5289
main phase,in head insertion mode,end tag,u,4873
main phase,in head insertion mode,end tag,embed,4838
main phase,in head insertion mode,start tag,fieldset,4789
main phase,in head insertion mode,end tag,img,4682
main phase,in head insertion mode,start tag,address,4592
main phase,in head insertion mode,start tag,s,3981
main phase,in head insertion mode,end tag,li,3637
main phase,in head insertion mode,start tag,area,3374
main phase,in head insertion mode,start tag,select,2688
main phase,in head insertion mode,start tag,big,2442
main phase,in head insertion mode,start tag,menu,2404
main phase,in head insertion mode,end tag,noframes,1854
main phase,in head insertion mode,start tag,option,1600
main phase,in head insertion mode,end tag,bgsound,1516
main phase,in head insertion mode,end tag,input,1464
main phase,in head insertion mode,start tag,dir,1464
main phase,in head insertion mode,end tag,select,1308
main phase,in head insertion mode,end tag,textarea,1229
main phase,in head insertion mode,start tag,dt,1076
main phase,in head insertion mode,end tag,nobr,989
main phase,in head insertion mode,end tag,basefont,963
main phase,in head insertion mode,start tag,dd,685
main phase,in head insertion mode,end tag,marquee,671
main phase,in head insertion mode,start tag,th,590
main phase,in head insertion mode,end tag,noembed,523
main phase,in head insertion mode,start tag,image,457
main phase,in head insertion mode,end tag,tt,442
main phase,in head insertion mode,start tag,caption,393
main phase,in head insertion mode,end tag,wbr,341
main phase,in head insertion mode,start tag,spacer,315
main phase,in head insertion mode,start tag,button,274
main phase,in head insertion mode,end tag,ol,269
main phase,in head insertion mode,end tag,small,199
main phase,in head insertion mode,start tag,colgroup,196
main phase,in head insertion mode,end tag,area,164
main phase,in head insertion mode,end tag,param,156
main phase,in head insertion mode,start tag,listing,156
main phase,in head insertion mode,end tag,hr,130
main phase,in head insertion mode,start tag,thead,107
main phase,in head insertion mode,start tag,col,101
main phase,in head insertion mode,start tag,wbr,83
main phase,in head insertion mode,start tag,plaintext,69
main phase,in head insertion mode,end tag,menu,66
main phase,in head insertion mode,end tag,listing,52
main phase,in head insertion mode,end tag,strike,49
main phase,in head insertion mode,end tag,dt,43
main phase,in head insertion mode,start tag,strike,31
main phase,in head insertion mode,end tag,s,28
main phase,in head insertion mode,end tag,plaintext,23
main phase,in head insertion mode,end tag,thead,23
main phase,in head insertion mode,end tag,image,20
main phase,in head insertion mode,end tag,dd,11
main phase,in head insertion mode,end tag,option,5
main phase,in head insertion mode,end tag,button,5
main phase,in head insertion mode,start tag,tfoot,5
main phase,in head insertion mode,end tag,fieldset,5
main phase,in head insertion mode,end tag,colgroup,5
main phase,in head insertion mode,end tag,col,2
main phase,after head insertion mode,characters,,10369963906
main phase,after head insertion mode,start tag,body,9263089221
main phase,after head insertion mode,end tag,script,438574726
main phase,after head insertion mode,start tag,script,437148272
main phase,after head insertion mode,comment,,336530699
main phase,after head insertion mode,start tag,meta,217085572
main phase,after head insertion mode,start tag,link,107373134
main phase,after head insertion mode,start tag,frameset,99320772
main phase,after head insertion mode,end tag,style,74549643
main phase,after head insertion mode,start tag,style,74292078
main phase,after head insertion mode,end tag,head,30244844
main phase,after head insertion mode,start tag,div,23215185
main phase,after head insertion mode,start tag,table,22991744
main phase,after head insertion mode,start tag,head,16033708
main phase,after head insertion mode,start tag,noscript,14036543
main phase,after head insertion mode,start tag,html,13425617
main phase,after head insertion mode,start tag,center,10174243
main phase,after head insertion mode,start tag,form,10098858
main phase,after head insertion mode,end tag,title,9875446
main phase,after head insertion mode,start tag,title,9859107
main phase,after head insertion mode,start tag,other,8201644
main phase,after head insertion mode,start tag,a,6626978
main phase,after head insertion mode,start tag,base,6080078
main phase,after head insertion mode,DOCTYPE,,4269883
main phase,after head insertion mode,start tag,iframe,3964884
main phase,after head insertion mode,end tag,html,2833352
main phase,after head insertion mode,start tag,p,1747861
main phase,after head insertion mode,start tag,font,1304214
main phase,after head insertion mode,start tag,br,1278008
main phase,after head insertion mode,start tag,h1,921680
main phase,after head insertion mode,start tag,noframes,799857
main phase,after head insertion mode,start tag,basefont,715461
main phase,after head insertion mode,end tag,body,650511
main phase,after head insertion mode,start tag,noembed,647823
main phase,after head insertion mode,start tag,img,547507
main phase,after head insertion mode,end of file,,375825
main phase,after head insertion mode,start tag,b,286645
main phase,after head insertion mode,end tag,link,280562
main phase,after head insertion mode,start tag,object,267233
main phase,after head insertion mode,start tag,bgsound,255814
main phase,after head insertion mode,start tag,h2,253398
main phase,after head insertion mode,start tag,tr,170847
main phase,after head insertion mode,start tag,caption,166706
main phase,after head insertion mode,start tag,td,141171
main phase,after head insertion mode,start tag,h3,138578
main phase,after head insertion mode,start tag,input,137189
main phase,after head insertion mode,end tag,div,132860
main phase,after head insertion mode,start tag,frame,124054
main phase,after head insertion mode,start tag,pre,114342
main phase,after head insertion mode,end tag,td,112111
main phase,after head insertion mode,start tag,strong,109966
main phase,after head insertion mode,start tag,hr,82049
main phase,after head insertion mode,start tag,blockquote,80429
main phase,after head insertion mode,end tag,font,70291
main phase,after head insertion mode,end tag,i,54977
main phase,after head insertion mode,end tag,frameset,44747
main phase,after head insertion mode,end tag,meta,42733
main phase,after head insertion mode,end tag,p,41043
main phase,after head insertion mode,start tag,embed,35672
main phase,after head insertion mode,start tag,h4,34344
main phase,after head insertion mode,end tag,other,33322
main phase,after head insertion mode,end tag,table,31945
main phase,after head insertion mode,end tag,base,31187
main phase,after head insertion mode,start tag,marquee,30619
main phase,after head insertion mode,start tag,u,25277
main phase,after head insertion mode,start tag,ul,23066
main phase,after head insertion mode,end tag,center,22913
main phase,after head insertion mode,end tag,tr,22184
main phase,after head insertion mode,start tag,tt,21339
main phase,after head insertion mode,end tag,br,12860
main phase,after head insertion mode,end tag,a,10591
main phase,after head insertion mode,start tag,dd,10551
main phase,after head insertion mode,start tag,i,10542
main phase,after head insertion mode,start tag,dl,10533
main phase,after head insertion mode,start tag,tbody,9905
main phase,after head insertion mode,start tag,param,7246
main phase,after head insertion mode,end tag,noframes,7208
main phase,after head insertion mode,start tag,h6,7000
main phase,after head insertion mode,start tag,h5,6606
main phase,after head insertion mode,start tag,nobr,6221
main phase,after head insertion mode,end tag,noscript,4471
main phase,after head insertion mode,end tag,iframe,4253
main phase,after head insertion mode,start tag,small,4155
main phase,after head insertion mode,end tag,form,3108
main phase,after head insertion mode,start tag,ol,2749
main phase,after head insertion mode,start tag,textarea,2422
main phase,after head insertion mode,start tag,dir,2210
main phase,after head insertion mode,start tag,em,2158
main phase,after head insertion mode,end tag,nobr,2158
main phase,after head insertion mode,start tag,big,2124
main phase,after head insertion mode,end tag,select,1996
main phase,after head insertion mode,end tag,h2,1629
main phase,after head insertion mode,end tag,b,1611
main phase,after head insertion mode,start tag,li,1519
main phase,after head insertion mode,start tag,menu,1238
main phase,after head insertion mode,start tag,address,1226
main phase,after head insertion mode,end tag,object,986
main phase,after head insertion mode,start tag,area,966
main phase,after head insertion mode,end tag,embed,923
main phase,after head insertion mode,end tag,blockquote,827
main phase,after head insertion mode,start tag,select,801
main phase,after head insertion mode,start tag,fieldset,654
main phase,after head insertion mode,start tag,dt,596
main phase,after head insertion mode,end tag,strong,584
main phase,after head insertion mode,end tag,h1,546
main phase,after head insertion mode,end tag,pre,529
main phase,after head insertion mode,start tag,spacer,529
main phase,after head insertion mode,end tag,ul,520
main phase,after head insertion mode,end tag,h3,370
main phase,after head insertion mode,start tag,image,277
main phase,after head insertion mode,start tag,th,277
main phase,after head insertion mode,end tag,img,266
main phase,after head insertion mode,end tag,thead,196
main phase,after head insertion mode,end tag,small,182
main phase,after head insertion mode,end tag,tbody,176
main phase,after head insertion mode,end tag,ol,136
main phase,after head insertion mode,start tag,s,124
main phase,after head insertion mode,end tag,textarea,115
main phase,after head insertion mode,end tag,u,115
main phase,after head insertion mode,start tag,colgroup,109
main phase,after head insertion mode,end tag,noembed,109
main phase,after head insertion mode,end tag,frame,95
main phase,after head insertion mode,start tag,option,81
main phase,after head insertion mode,start tag,thead,66
